innvandring,kjonn,alder,tillit,utdanning,venstre_hoyre
8,Female,79,5,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",4
5,Female,18,4,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",5
5,Male,43,5,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",7
6,Male,18,7,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",7
9,Female,30,3,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",4
8,Male,35,6,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",1
6,Male,44,8,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",6
7,Female,33,8,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",7
3,Male,43,4,"Forskernivå (Doktorgrad, Ph.d.)",7
5,Female,27,8,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",7
5,Female,50,4,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",6
9,Male,46,7,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",1
8,Female,66,8,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",4
7,Male,34,8,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",4
10,Male,65,9,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",Left
8,Female,65,6,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",4
3,Male,74,No trust at all,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",4
8,Female,21,4,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",7
5,Male,63,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",5
8,Male,64,7,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",7
7,Male,36,3,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",3
5,Male,70,6,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",5
4,Female,62,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",4
1,Male,67,1,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",1
3,Male,66,3,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",7
7,Female,40,7,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",6
10,Female,17,2,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",3
2,Male,30,6,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",7
3,Female,47,2,"Vitnemål fra påbygging til videregående utdanning (fagskoleutdanning, teknisk",7
5,Male,75,5,"Vitnemål fra påbygging til videregående utdanning (fagskoleutdanning, teknisk",8
6,Male,56,5,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",6
1,Female,57,3,Vitnemål fra folkehøgskole,1
6,Female,17,7,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",5
7,Male,52,8,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",Right
5,Male,54,9,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",8
4,Male,40,2,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",5
6,Female,44,7,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",3
5,Male,55,7,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",7
5,Female,59,No trust at all,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",7
6,Male,50,3,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",7
10,Female,26,8,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",6
5,Female,62,1,Forkurs til universitet/høgskole som ikke gir studiepoeng,8
6,Male,59,4,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",7
3,Male,77,2,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",9
5,Female,67,6,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",3
5,Female,24,4,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",7
9,Female,32,6,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",2
4,Female,30,3,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",4
7,Female,65,6,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",2
5,Male,54,5,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",8
7,Female,47,5,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",NA
5,Female,57,5,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",2
8,Female,55,7,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",5
6,Female,54,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",6
8,Male,47,5,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",8
5,Male,39,4,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",3
5,Female,27,2,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",5
6,Male,40,7,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",6
5,Female,19,4,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",4
7,Female,71,4,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",3
5,Female,68,5,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",NA
8,Male,57,No trust at all,"Vitnemål fra påbygging til videregående utdanning (fagskoleutdanning, teknisk",8
8,Female,NA,3,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",Right
5,Male,52,3,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",5
5,Male,42,8,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",5
6,Female,62,7,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",3
7,Female,28,5,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",6
10,Female,54,7,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",Right
4,Male,19,8,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",7
7,Male,58,8,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",8
7,Female,15,6,Barneskole (første del av obligatorisk utdanning),4
5,Male,60,3,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",4
6,Male,53,5,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",7
7,Male,51,5,"Forskernivå (Doktorgrad, Ph.d.)",4
10,Male,54,8,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",8
9,Female,53,6,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",2
NA,Female,19,7,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",NA
8,Female,27,No trust at all,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",4
4,Female,73,2,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",7
10,Male,55,5,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",2
3,Male,34,3,"Vitnemål fra påbygging til videregående utdanning (fagskoleutdanning, teknisk",9
5,Male,20,2,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",5
7,Male,25,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",8
5,Female,47,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",7
5,Female,73,No trust at all,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",1
6,Male,21,5,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",5
7,Female,29,3,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",6
5,Female,70,6,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",6
6,Female,35,5,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",3
5,Male,51,6,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",8
10,Female,68,8,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",1
5,Female,66,5,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",5
5,Male,34,5,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",5
4,Male,40,3,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",2
5,Male,39,3,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",7
6,Male,79,8,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",8
5,Female,80,7,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",NA
7,Male,53,5,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",8
6,Male,69,7,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",5
9,Male,66,8,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",2
NA,Female,42,7,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",6
5,Male,61,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",8
5,Male,62,5,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",3
4,Male,16,No trust at all,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",2
5,Female,17,NA,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",NA
6,Male,16,9,Barneskole (første del av obligatorisk utdanning),Left
7,Male,22,6,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",5
5,Male,39,2,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",5
9,Female,71,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",2
6,Female,19,2,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",5
10,Male,36,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",7
5,Female,70,7,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",7
3,Male,68,4,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",3
3,Female,46,4,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",8
5,Male,25,2,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",5
5,Male,53,4,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",5
5,Female,NA,5,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",NA
5,Male,51,6,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",8
4,Male,62,2,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",3
5,Female,58,7,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",4
4,Female,49,6,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",6
4,Female,55,5,"Vitnemål fra påbygging til videregående utdanning (fagskoleutdanning, teknisk",Right
5,Female,52,4,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",7
2,Female,21,5,Other,3
5,Male,45,7,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",5
6,Male,40,7,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",7
5,Female,67,5,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",2
5,Male,41,7,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",8
4,Female,70,4,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",5
5,Male,23,4,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",3
9,Male,32,6,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",3
9,Female,29,3,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",5
8,Female,73,7,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",6
4,Male,65,3,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",4
8,Male,70,5,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",3
5,Male,58,6,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",6
6,Male,32,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",7
0,Male,43,No trust at all,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",Right
3,Female,69,3,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",7
7,Male,25,7,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",5
6,Male,59,3,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",4
5,Female,77,6,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",5
5,Female,68,6,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",1
5,Female,30,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",8
5,Male,49,5,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",7
6,Male,54,7,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",7
4,Male,70,6,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",7
0,Male,NA,5,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",7
5,Male,30,Complete trust,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",5
5,Female,19,6,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",3
8,Male,54,5,"Vitnemål fra påbygging til videregående utdanning (fagskoleutdanning, teknisk",Left
6,Female,26,3,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",5
8,Male,50,3,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",8
0,Male,45,2,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",NA
8,Male,25,7,"Vitnemål fra påbygging til videregående utdanning (fagskoleutdanning, teknisk",5
2,Female,18,6,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",5
5,Female,67,5,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",5
5,Female,45,3,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",9
2,Male,40,2,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",5
5,Male,49,7,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",7
5,Female,15,9,Barneskole (første del av obligatorisk utdanning),6
2,Female,47,No trust at all,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",8
5,Female,49,5,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",5
7,Male,42,6,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",2
5,Male,56,7,"Vitnemål fra påbygging til videregående utdanning (fagskoleutdanning, teknisk",5
4,Male,25,7,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",2
5,Male,49,6,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",Right
7,Female,42,7,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",6
5,Male,48,6,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",4
7,Male,18,5,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",2
3,Male,70,4,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",Right
8,Female,54,6,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",8
8,Male,65,5,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",4
3,Male,NA,7,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",7
3,Female,49,5,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",Right
8,Female,40,5,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",2
0,Female,NA,8,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",Right
6,Male,72,5,Forkurs til universitet/høgskole som ikke gir studiepoeng,5
NA,Male,81,6,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",3
9,Female,26,7,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",5
6,Female,56,5,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",3
3,Female,28,4,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",5
6,Male,50,5,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",5
10,Male,22,5,Vitnemål fra folkehøgskole,5
5,Male,47,8,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",3
3,Male,NA,5,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",3
8,Female,75,6,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",5
8,Male,30,2,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",7
6,Male,53,4,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",2
NA,Female,80,7,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",5
9,Male,NA,8,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",3
5,Female,67,4,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",8
7,Female,NA,7,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",4
6,Male,49,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",1
5,Female,54,5,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",8
6,Female,40,4,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",NA
10,Female,25,7,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",3
2,Male,53,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",7
5,Male,74,2,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",1
6,Female,42,6,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",2
7,Female,59,9,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",7
5,Female,66,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",3
5,Male,30,5,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",6
8,Male,19,4,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",NA
8,Male,38,6,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",8
5,Male,29,7,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",8
1,Male,50,2,"Vitnemål fra påbygging til videregående utdanning (fagskoleutdanning, teknisk",Right
6,Male,34,4,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",7
5,Male,72,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",8
7,Female,40,6,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",4
5,Male,24,5,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",4
6,Male,51,2,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",3
8,Male,NA,4,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",4
3,Male,75,6,"Vitnemål fra påbygging til videregående utdanning (fagskoleutdanning, teknisk",8
8,Male,28,6,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",6
9,Male,21,3,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",2
7,Female,45,4,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",3
6,Male,72,8,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",8
5,Male,26,3,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",6
5,Female,22,7,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",6
5,Female,43,4,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",NA
5,Male,48,7,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",4
4,Female,17,5,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",4
8,Female,77,6,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",5
6,Male,79,8,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",8
7,Female,19,6,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",2
6,Male,73,6,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",7
4,Male,49,7,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",8
5,Male,24,1,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",5
7,Male,39,8,Barneskole (første del av obligatorisk utdanning),4
6,Male,64,6,Forkurs til universitet/høgskole som ikke gir studiepoeng,7
6,Male,35,6,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",3
7,Male,37,5,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",3
7,Male,47,5,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",7
10,Female,44,9,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",1
5,Female,21,3,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",5
9,Male,23,3,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",4
8,Male,33,5,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",3
10,Female,18,Complete trust,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",4
3,Male,39,4,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",6
6,Female,36,6,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",5
5,Male,65,5,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",8
3,Female,42,7,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",7
7,Male,72,7,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",7
0,Female,51,4,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",Left
4,Male,79,2,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",8
3,Male,70,5,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",8
7,Female,35,4,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",1
10,Female,29,5,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",2
9,Male,48,7,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",7
NA,Female,50,4,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",5
5,Female,17,7,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",8
4,Female,24,3,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",5
7,Male,38,6,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",8
5,Female,74,4,Forkurs til universitet/høgskole som ikke gir studiepoeng,5
2,Male,34,1,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",9
6,Female,66,8,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",2
8,Female,28,7,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",2
4,Male,40,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",6
10,Male,57,5,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",2
5,Female,44,6,"Forskernivå (Doktorgrad, Ph.d.)",2
5,Female,38,1,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",5
5,Female,48,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",5
6,Female,54,8,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",5
8,Male,55,7,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",7
4,Female,90,6,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",8
7,Female,63,4,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",3
10,Female,83,9,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",Right
5,Female,38,4,"Fullført 5-6 årig utdanning fra universitet (master, hovedfag), lengre profesj",7
5,Male,47,7,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",3
5,Female,17,9,"Ungdomsskole (grunnskole, 7-årig folkeskole, framhaldsskole, realskole)",5
6,Male,NA,5,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",3
4,Male,50,5,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",Right
4,Male,20,3,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",4
8,Female,45,4,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",3
3,Male,58,3,"Videregående avsluttende utdanning, yrkesfaglige studieretninger/utdanningsprog",3
4,Male,24,7,"Videregående avsluttende utdanning, allmennfaglige studieretninger/studieforber",7
9,Female,33,8,"Fullført 5-6 årig utdanning fra høgskole (master, hovedfag)",Left
4,Female,54,6,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",3
5,Female,19,6,"Vitnemål fra påbygging til videregående utdanning (fagskoleutdanning, teknisk",5
4,Male,90,4,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",5
5,Male,61,5,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",7
9,Female,29,6,"Vitnemål fra påbygging til videregående utdanning (fagskoleutdanning, teknisk",1
7,Male,60,6,"Universitet/høgskole, mindre enn 3 år, men minst 2 år (høgskolekandidat, 2-",3
5,Female,52,7,"Fullført 3-4 årig utdanning fra universitet (Bachelor, cand.mag.)",5
3,Male,47,6,"Fullført 3-4 årig utdanning fra høgskole (Bachelor-, cand.mag., lærerhøgsko",Right
